,id,description,universe,keyword,unkeyed,edition_type,edition
665,B17010H,"Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children (White Alone, Not Hispanic or Latino Householder)","Families with a householder who is White alone, not Hispanic or Latino",poverty status,"in (white past year age latino by 18 family the status of under related child 12 type not month alone, or hispanic householder) poverty presence",acs5,2024-10-01
666,B18101E,Age by Disability Status (Native Hawaiian and Other Pacific Islander Alone),Native Hawaiian and Other Pacific Islander alone civilian noninstitutionalized population,disability status,status hawaiian and age pacific other alone) by islander disability (native,acs5,2024-10-01
667,B18101F,Age by Disability Status (Some Other Race Alone),Some other race alone civilian noninstitutionalized population,disability status,status age race other alone) by (some disability,acs5,2024-10-01
668,B18101C,Age by Disability Status (American Indian and Alaska Native Alone),American Indian and Alaska Native alone civilian noninstitutionalized population,disability status,alaska (american status and age alone) by indian disability native,acs5,2024-10-01
669,B18101D,Age by Disability Status (Asian Alone),Asian alone civilian noninstitutionalized population,disability status,status (asian age alone) by disability,acs5,2024-10-01
670,B07004BPR,Geographical Mobility in the Past Year (Black or African American Alone) for Current Residence in Puerto Rico,Black or African American alone population 1 year and over in Puerto Rico,geographical mobility,current in the or residence mobility geographical past year (black african american puerto alone) for rico,acs5,2024-10-01
671,B21005,Age by Veteran Status by Employment Status for the Civilian Population 18 to 64 Years,Civilian population 18 to 64 years,veteran status,population the civilian 64 status year veteran age employment for by 18 to,acs5,2024-10-01
672,B21004,Median Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Veteran Status by Sex for the Civilian Population 18 Years and Over With Income,Civilian population 18 years and over with income in the past 12 months,veteran status,population in civilian past year 2022 18 by with the status sex median (in and veteran dollars) 12 for month inflation-adjusted over income,acs5,2024-10-01
673,B21003,Veteran Status by Educational Attainment for the Civilian Population 25 Years and Over,Civilian population 25 years and over,veteran status,population the educational civilian status attainment year veteran and for over by 25,acs5,2024-10-01
674,B21002,Period of Military Service for Civilian Veterans 18 Years and Over,Civilian veterans 18 years and over,veteran status,service civilian and period of veteran year 18 for over military,acs5,2024-10-01
675,B07011PR,Median Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Geographical Mobility in the Past Year for Current Residence in Puerto Rico,Population 15 years and over in Puerto Rico with income,geographical mobility,current in residence past year 2022 by the rico median (in mobility geographical dollars) 12 for month inflation-adjusted puerto income,acs5,2024-10-01
676,B21001,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over,Civilian population 18 years and over,veteran status,population the civilian status and year veteran age for over by 18 sex,acs5,2024-10-01
677,B99259,Allocation of Plumbing Facilities,Housing units,allocation,allocation of plumbing facility,acs5,2024-10-01
678,C24040,"Sex by Industry for the Full&#8211;Time, Year&#8211;Round Civilian Employed Population 16 Years and Over","Full-time, year-round civilian employed population 16 years and over",occupation,"employed population the civilian full-time, 16 and year for year-round by over sex industry",acs5,2024-10-01
679,B99256,Allocation of Year Structure Built,Housing units,allocation,structure year of built allocation,acs5,2024-10-01
680,B99255,Allocation of Units in Structure,Housing units,allocation,in structure of allocation unit,acs5,2024-10-01
681,B99258,Allocation of Bedrooms,Housing units,allocation,allocation bedroom of,acs5,2024-10-01
682,B99257,Allocation of Year Householder Moved Into Unit,Occupied housing units,allocation,moved into householder year of allocation unit,acs5,2024-10-01
683,B99252,Allocation of Tenure,Occupied housing units,allocation,allocation tenure of,acs5,2024-10-01
684,B99254,Allocation of Rooms,Housing units,allocation,allocation of room,acs5,2024-10-01
685,B99012,Allocation of Age,Total population,allocation,age allocation of,acs5,2024-10-01
686,B99253,Allocation of Vacancy Status,Vacant housing units,allocation,allocation status of vacancy,acs5,2024-10-01
687,B99011,Allocation of Sex,Total population,allocation,allocation sex of,acs5,2024-10-01
688,B19313B,Aggregate Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 15 Years and Over (Black or African American Alone),Black or African American alone population 15 years and over,household income,aggregate population in (black past american year 2022 the 15 (in and dollars) 12 for month inflation-adjusted or african over alone) income,acs5,2024-10-01
689,B19313A,Aggregate Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 15 Years and Over (White Alone),White alone population 15 years and over,household income,aggregate population in (white past year 2022 the 15 (in and dollars) 12 for month inflation-adjusted over alone) income,acs5,2024-10-01
690,B19313,Aggregate Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars),Population 15 years and over,household income,aggregate in the inflation-adjusted (in past dollars) 12 2022 month income,acs5,2024-10-01
691,B17001G,Poverty Status in the Past 12 Months by Sex by Age (Two or More Races),Two or more races population for whom poverty status is determined,poverty status,races) in the more or status past 12 age sex by month poverty (two,acs5,2024-10-01
692,B19313F,Aggregate Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 15 Years and Over (Some Other Race Alone),Some other race alone population 15 years and over,household income,aggregate population in past year other 2022 the 15 (some (in and dollars) 12 race for month inflation-adjusted over alone) income,acs5,2024-10-01
693,B19313E,Aggregate Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 15 Years and Over (Native Hawaiian and Other Pacific Islander Alone),Native Hawaiian and Other Pacific Islander alone population 15 years and over,household income,aggregate population in past year other 2022 (native the 15 islander (in and hawaiian dollars) 12 pacific for month inflation-adjusted over alone) income,acs5,2024-10-01
694,B17001E,Poverty Status in the Past 12 Months by Sex by Age (Native Hawaiian and Other Pacific Islander Alone),Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined,poverty status,in the status past hawaiian and 12 age pacific other sex by islander alone) month poverty (native,acs5,2024-10-01
695,B19313D,Aggregate Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 15 Years and Over (Asian Alone),Asian alone population 15 years and over,household income,aggregate population in past year (asian 2022 the 15 (in and dollars) 12 for month inflation-adjusted over alone) income,acs5,2024-10-01
696,B17001F,Poverty Status in the Past 12 Months by Sex by Age (Some Other Race Alone),Some other race alone population for whom poverty status is determined,poverty status,in the status past 12 age race other sex by alone) (some month poverty,acs5,2024-10-01
697,B19313C,Aggregate Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 15 Years and Over (American Indian and Alaska Native Alone),American Indian and Alaska Native alone population 15 years and over,household income,aggregate population in past year 2022 the alaska 15 indian (in (american and dollars) 12 for month native inflation-adjusted over alone) income,acs5,2024-10-01
698,B06004IPR,Place of Birth (Hispanic or Latino) in Puerto Rico,Hispanic or Latino population in Puerto Rico,place of birth,rico in or latino) place (hispanic of puerto birth,acs5,2024-10-01
699,B17001C,Poverty Status in the Past 12 Months by Sex by Age (American Indian and Alaska Native Alone),American Indian and Alaska Native alone population for whom poverty status is determined,poverty status,native in the alaska (american status past and 12 age alone) sex by indian month poverty,acs5,2024-10-01
700,B17001D,Poverty Status in the Past 12 Months by Sex by Age (Asian Alone),Asian alone population for whom poverty status is determined,poverty status,in the status past (asian 12 age alone) sex by month poverty,acs5,2024-10-01
701,B19313I,Aggregate Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 15 Years and Over (Hispanic or Latino),Hispanic or Latino population 15 years and over,household income,aggregate population in past year 2022 the 15 (in and (hispanic dollars) 12 for month inflation-adjusted or latino) over income,acs5,2024-10-01
702,B17001A,Poverty Status in the Past 12 Months by Sex by Age (White Alone),White alone population for whom poverty status is determined,poverty status,in the (white status past 12 age alone) sex by month poverty,acs5,2024-10-01
703,B19313H,"Aggregate Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 15 Years and Over (White Alone, Not Hispanic or Latino)","White alone, not Hispanic or Latino population 15 years and over",household income,"aggregate population in (white past year 2022 the 15 (in and dollars) 12 not for month alone, inflation-adjusted or latino) over hispanic income",acs5,2024-10-01
704,B17001B,Poverty Status in the Past 12 Months by Sex by Age (Black or African American Alone),Black or African American alone population for whom poverty status is determined,poverty status,in the or (black status past american african 12 age alone) sex by month poverty,acs5,2024-10-01
705,B19313G,Aggregate Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 15 Years and Over (Two or More Races),Two or more races population 15 years and over,household income,aggregate population in past year 2022 the 15 races) (two (in and dollars) 12 for month inflation-adjusted more or over income,acs5,2024-10-01
706,B99221,Allocation of Food Stamps/SNAP Receipt,Households,allocation,of receipt stamps/snap food allocation,acs5,2024-10-01
707,B08412,Sex of Workers by Travel Time to Work for Workplace Geography,Workers 16 years and over who did not work from home,work,of time travel workplace for work by geography sex worker to,acs5,2024-10-01
708,C21007,Age by Veteran Status by Poverty Status in the Past 12 Months by Disability Status for the Civilian Population 18 Years and Over,Civilian population 18 years and over for whom poverty status is determined,veteran status,population in the civilian status past year veteran and age 12 for over by 18 month disability poverty,acs5,2024-10-01
709,B07004CPR,Geographical Mobility in the Past Year (American Indian and Alaska Native Alone) for Current Residence in Puerto Rico,American Indian and Alaska Native alone population 1 year and over in Puerto Rico,geographical mobility,current in the alaska residence mobility geographical past year (american and puerto alone) for indian native rico,acs5,2024-10-01
710,B19301,Per Capita Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars),Total population,household income,in the inflation-adjusted (in past per dollars) 12 caput 2022 month income,acs5,2024-10-01
711,B06009,Place of Birth by Educational Attainment in the United States,Population 25 years and over in the United States,place of birth,in the educational attainment place of by state united birth,acs5,2024-10-01
712,B99234,Allocation of Weeks Worked in the Past 12 Months for the Population 16 Years and Over,Population 16 years and over,allocation,population in week the worked 16 past and year of 12 for over allocation month,acs5,2024-10-01
713,B06008,Place of Birth by Marital Status in the United States,Population 15 years and over in the United States,place of birth,marital in the status place of by state united birth,acs5,2024-10-01
714,B99233,Allocation of Usual Hours Worked per Week in the Past 12 Months for the Population 16 Years and Over,Population 16 years and over,allocation,population week in the worked 16 past per year of and hour 12 for over allocation month usual,acs5,2024-10-01
715,B06007,Place of Birth by Language Spoken at Home and Ability to Speak English in the United States,Population 5 years and over in the United States,place of birth,to in the spoken english and place of speak language home state by ability at united birth,acs5,2024-10-01
716,B99232,Allocation of Work Status in the Past 12 Months for the Population 16 Years and Over,Population 16 years and over,allocation,population in the 16 status past year of and 12 for work over allocation month,acs5,2024-10-01
717,B28011,Internet Subscriptions in Household,Households,technology,in household internet subscription,acs5,2024-10-01
718,B99231,Allocation of Employment Status for the Population 16 Years and Over,Population 16 years and over,allocation,population the 16 status and year of employment for over allocation,acs5,2024-10-01
719,B28012,Age and Enrollment Status by Computer Ownership and Internet Subscription Status,Population in households,technology,subscription ownership status and computer enrollment age internet by,acs5,2024-10-01
720,B06001,Place of Birth by Age in the United States,Total population in the United States,place of birth,in the place of age by state united birth,acs5,2024-10-01
721,B06003,Place of Birth by Sex in the United States,Total population in the United States,place of birth,in the place of by state united sex birth,acs5,2024-10-01
722,B17001I,Poverty Status in the Past 12 Months by Sex by Age (Hispanic or Latino),Hispanic or Latino population for whom poverty status is determined,poverty status,in the or latino) status past (hispanic 12 age sex by month poverty,acs5,2024-10-01
723,B06002,Median Age by Place of Birth in the United States,Total population in the United States,place of birth,in the median place of age by state united birth,acs5,2024-10-01
724,B28010,Computers in Household,Households,technology,in household computer,acs5,2024-10-01
725,B07002PR,Median Age by Geographical Mobility in the Past Year for Current Residence in Puerto Rico,Population 1 year and over in Puerto Rico,geographical mobility,current in the median residence mobility geographical past year puerto age for by rico,acs5,2024-10-01
726,B28008,Presence of a Computer and Type of Internet Subscription in Household,Population in households,technology,in household subscription and computer of type internet a presence,acs5,2024-10-01
727,B99201,Allocation of Earnings in the Past 12 Months for the Population 16 Years and Over &#8211; Percent of Earnings Allocated,Population 16 years and over,allocation,population in the 16 past earnings year of and 12 for over percent allocation - month allocated,acs5,2024-10-01
728,B28002,Presence and Types of Internet Subscriptions in Household,Households,technology,in household subscription and of type internet presence,acs5,2024-10-01
729,B28003,Presence of a Computer and Type of Internet Subscription in Household,Households,technology,in household subscription and computer of type internet a presence,acs5,2024-10-01
730,B07407PR,Geographical Mobility in the Past Year by Citizenship Status for Residence 1 Year Ago in Puerto Rico,Population 1 year and over,geographical mobility,in the residence mobility geographical past year status 1 ago puerto citizenship for by rico,acs5,2024-10-01
731,B28001,Types of Computers in Household,Households,technology,in household computer of type,acs5,2024-10-01
732,B25003H,"Tenure (White Alone, Not Hispanic or Latino Householder)","Occupied housing units with a householder who is White alone, not Hispanic or Latino",housing,"(white or latino not tenure hispanic householder) alone,",acs5,2024-10-01
733,B28006,Educational Attainment by Presence of a Computer and Types of Internet Subscription in Household,Household population 25 years and over,technology,in household educational subscription attainment and of computer type internet by a presence,acs5,2024-10-01
734,B25003I,Tenure (Hispanic or Latino Householder),Occupied housing units with a householder who is Hispanic or Latino,housing,or (hispanic latino tenure householder),acs5,2024-10-01
735,B28007,Labor Force Status by Presence of a Computer and Types of Internet Subscription in Household,Civilian household population 16 years and over,technology,force in household subscription status and of computer type internet by labor a presence,acs5,2024-10-01
736,B25003F,Tenure (Some Other Race Alone Householder),Occupied housing units with a householder who is Some Other Race alone,housing,alone race other tenure (some householder),acs5,2024-10-01
737,B28004,Household Income in the Last 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Presence and Type of Internet Subscription in Household,Households,technology,in the household inflation-adjusted subscription (in and of dollars) 12 type internet 2022 by month income last presence,acs5,2024-10-01
738,B25003G,Tenure (Two or More Races Householder),Occupied housing units with a householder who is Two or More Races,housing,more or race tenure householder) (two,acs5,2024-10-01
739,B28005,Age by Presence of a Computer and Types of Internet Subscription in Household,Population in households,technology,in household subscription and of computer age type internet by a presence,acs5,2024-10-01
740,B25003D,Tenure (Asian Alone Householder),Occupied housing units with a householder who is Asian alone,housing,householder) alone tenure (asian,acs5,2024-10-01
741,B07404BPR,Geographical Mobility in the Past Year (Black or African American Alone) for Residence 1 Year Ago in Puerto Rico,Black or African American alone population 1 year and over,geographical mobility,in the or residence mobility geographical past year (black african american 1 ago puerto alone) for rico,acs5,2024-10-01
742,B25003E,Tenure (Native Hawaiian and Other Pacific Islander Alone Householder),Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone,housing,alone and hawaiian pacific other tenure islander householder) (native,acs5,2024-10-01
743,B25003B,Tenure (Black or African American Alone Householder),Occupied housing units with a householder who is Black or African American alone,housing,alone or (black american african tenure householder),acs5,2024-10-01
744,B25003C,Tenure (American Indian and Alaska Native Alone Householder),Occupied housing units with a householder who is American Indian and Alaska Native alone,housing,alaska alone (american and tenure indian native householder),acs5,2024-10-01
745,B25003A,Tenure (White Alone Householder),Occupied housing units with a householder who is White alone,housing,householder) alone tenure (white,acs5,2024-10-01
746,C23002G,Sex by Age by Employment Status for the Population 16 Years and Over (Two or More Races),Two or more races population 16 years and over,employment,races) population the more 16 or status and year age employment for over by sex (two,acs5,2024-10-01
747,C23002F,Sex by Age by Employment Status for the Population 16 Years and Over (Some Other Race Alone),Some other race alone population 16 years and over,employment,population the 16 status and year age employment race for over by other (some alone) sex,acs5,2024-10-01
748,C23002I,Sex by Age by Employment Status for the Population 16 Years and Over (Hispanic or Latino),Hispanic or Latino population 16 years and over,employment,population the 16 or latino) status and year (hispanic age employment for over by sex,acs5,2024-10-01
749,C23002H,"Sex by Age by Employment Status for the Population 16 Years and Over (White Alone, Not Hispanic or Latino)","White alone, not Hispanic or Latino population 16 years and over",employment,"population the (white 16 or latino) status and year age employment not for over by hispanic sex alone,",acs5,2024-10-01
750,B16010,Educational Attainment and Employment Status by Language Spoken at Home for the Population 25 Years and Over,Population 25 years and over,language,population the 25 educational spoken status and attainment year language home employment for over by at,acs5,2024-10-01
751,B07013PR,Geographical Mobility in the Past Year by Tenure for Current Residence in Puerto Rico,Population 1 year and over in households in Puerto Rico,geographical mobility,current in the residence mobility geographical past year puerto tenure for by rico,acs5,2024-10-01
752,B25132,Monthly Electricity Costs,Occupied housing units,housing,cost electricity monthly,acs5,2024-10-01
753,B17101,Poverty Status in the Past 12 Months of People in Housing Units,Population in households for whom poverty status is determined,poverty status,housing in the status past of people 12 month poverty unit,acs5,2024-10-01
754,C23002A,Sex by Age by Employment Status for the Population 16 Years and Over (White Alone),White alone population 16 years and over,employment,population the (white 16 status and year age employment for over by alone) sex,acs5,2024-10-01
755,C23002C,Sex by Age by Employment Status for the Population 16 Years and Over (American Indian and Alaska Native Alone),American Indian and Alaska Native alone population 16 years and over,employment,population the alaska native 16 (american status and year age employment for over by alone) indian sex,acs5,2024-10-01
756,B99212,Allocation of Period of Military Service for Civilian Veterans 18 Years and Over,Civilian veterans 18 years and over,allocation,service civilian and period of veteran year 18 for over military allocation,acs5,2024-10-01
757,C23002B,Sex by Age by Employment Status for the Population 16 Years and Over (Black or African American Alone),Black or African American alone population 16 years and over,employment,population the 16 or (black status and year african american age employment for over by alone) sex,acs5,2024-10-01
758,B99211,Allocation of Veteran Status for the Population 18 Years and Over,Population 18 years and over,allocation,population the status and year veteran of for over 18 allocation,acs5,2024-10-01
759,B16005,Nativity by Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over,Population 5 years and over,language,population the spoken english and speak year 5 language home nativity for over by ability at to,acs5,2024-10-01
760,C23002E,Sex by Age by Employment Status for the Population 16 Years and Over (Native Hawaiian and Other Pacific Islander Alone),Native Hawaiian and Other Pacific Islander alone population 16 years and over,employment,population the 16 status and year hawaiian age employment pacific for over by other islander alone) sex (native,acs5,2024-10-01
761,B08406,Sex of Workers by Means of Transportation to Work for Workplace Geography,Workers 16 years and over,work,mean of transportation workplace for work by geography sex worker to,acs5,2024-10-01
762,C23002D,Sex by Age by Employment Status for the Population 16 Years and Over (Asian Alone),Asian alone population 16 years and over,employment,population the 16 status and year (asian age employment for over by alone) sex,acs5,2024-10-01
763,B19119,Median Family Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Family Size,Families,household income,the in inflation-adjusted median (in past dollars) 12 size 2022 by month income family,acs5,2024-10-01
764,B19113,Median Family Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars),Families,household income,the in inflation-adjusted median (in past dollars) 12 2022 month income family,acs5,2024-10-01
765,B06004GPR,Place of Birth (Two or More Races) in Puerto Rico,Two or more races population in Puerto Rico,place of birth,rico in more or place of puerto races) (two birth,acs5,2024-10-01
766,C15002A,Sex by Educational Attainment for the Population 25 Years and Over (White Alone),White alone population 25 years and over,educational attainment,population the educational (white attainment year and for over by alone) 25 sex,acs5,2024-10-01
767,C15002B,Sex by Educational Attainment for the Population 25 Years and Over (Black or African American Alone),Black or African American alone population 25 years and over,educational attainment,population the educational or (black attainment year and african american for over by alone) 25 sex,acs5,2024-10-01
768,C15002C,Sex by Educational Attainment for the Population 25 Years and Over (American Indian and Alaska Native Alone),American Indian and Alaska Native alone population 25 years and over,educational attainment,population the alaska educational native (american attainment year and for over by alone) indian 25 sex,acs5,2024-10-01
769,C15002D,Sex by Educational Attainment for the Population 25 Years and Over (Asian Alone),Asian alone population 25 years and over,educational attainment,population the educational attainment year and (asian for over by alone) 25 sex,acs5,2024-10-01
770,C15002E,Sex by Educational Attainment for the Population 25 Years and Over (Native Hawaiian and Other Pacific Islander Alone),Native Hawaiian and Other Pacific Islander alone population 25 years and over,educational attainment,population the educational attainment year and hawaiian pacific for over by other islander 25 alone) sex (native,acs5,2024-10-01
771,C15002F,Sex by Educational Attainment for the Population 25 Years and Over (Some Other Race Alone),Some other race alone population 25 years and over,educational attainment,population the educational attainment year and race for over by other (some 25 alone) sex,acs5,2024-10-01
772,C15002G,Sex by Educational Attainment for the Population 25 Years and Over (Two or More Races),Two or more races population 25 years and over,educational attainment,races) population the educational more or attainment year and for over by 25 sex (two,acs5,2024-10-01
773,C15002H,"Sex by Educational Attainment for the Population 25 Years and Over (White Alone, Not Hispanic or Latino)","White alone, not Hispanic or Latino population 25 years and over",educational attainment,"population the educational (white or latino) attainment year and not for over by hispanic 25 sex alone,",acs5,2024-10-01
774,C15002I,Sex by Educational Attainment for the Population 25 Years and Over (Hispanic or Latino),Hispanic or Latino population 25 years and over,educational attainment,population the educational or latino) attainment year and (hispanic for over by 25 sex,acs5,2024-10-01
775,C21001G,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Two or More Races),Two or more races civilian population 18 years and over,veteran status,races) population the civilian more or status and year veteran age for over by 18 sex (two,acs5,2024-10-01
776,B19101,Family Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars),Families,household income,the in inflation-adjusted (in past dollars) 12 2022 month income family,acs5,2024-10-01
777,C21001H,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (White Alone, Not Hispanic or Latino)","White alone, not Hispanic or Latino civilian population 18 years and over",veteran status,"population civilian (white year age by 18 the status sex and veteran not for alone, or latino) over hispanic",acs5,2024-10-01
778,B07004EPR,Geographical Mobility in the Past Year (Native Hawaiian and Other Pacific Islander Alone) for Current Residence in Puerto Rico,Native Hawaiian and other Pacific Islander alone population 1 year and over in Puerto Rico,geographical mobility,current in the residence mobility geographical past year hawaiian and puerto pacific other alone) islander for (native rico,acs5,2024-10-01
779,C21001I,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Hispanic or Latino),Hispanic or Latino civilian population 18 years and over,veteran status,population the civilian or latino) status and year veteran (hispanic age for over by 18 sex,acs5,2024-10-01
780,C21001C,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (American Indian and Alaska Native Alone),American Indian and Alaska Native alone civilian population 18 years and over,veteran status,population the alaska civilian native (american status and year veteran age for over by 18 indian alone) sex,acs5,2024-10-01
781,C21001D,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Asian Alone),Asian alone civilian population 18 years and over,veteran status,population the civilian status and year veteran (asian age for over by 18 alone) sex,acs5,2024-10-01
782,C21001E,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Native Hawaiian and Other Pacific Islander Alone),Native Hawaiian and Other Pacific Islander alone civilian population 18 years and over,veteran status,population civilian year age other by 18 (native the status islander sex and hawaiian veteran pacific for over alone),acs5,2024-10-01
783,C21001F,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Some Other Race Alone),Some other race alone civilian population 18 years and over,veteran status,population the civilian status and year veteran age race for over by 18 (some other alone) sex,acs5,2024-10-01
784,C21001A,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (White Alone),White alone civilian population 18 years and over,veteran status,population the civilian (white status and year veteran age for over by 18 alone) sex,acs5,2024-10-01
785,C21001B,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Black or African American Alone),Black or African American alone civilian population 18 years and over,veteran status,population the civilian or (black status and year veteran african american age for over by 18 alone) sex,acs5,2024-10-01
786,B26109PR,Group Quarters Type (3 Types) by Geographical Mobility in the Past Year for Current Residence in Puerto Rico,Population 1 year and over in Puerto Rico,group quarters,current in the residence mobility geographical past year puerto group type types) for quarter by (3 rico,acs5,2024-10-01
787,B06012,Place of Birth by Poverty Status in the Past 12 Months in the United States,Population in the United States for whom poverty status is determined,place of birth,in the status past place of 12 by state month united poverty birth,acs5,2024-10-01
788,B07101,Movers Between Regions in the United States,Population 1 year and over in the United States,geographical mobility,the in region mover between state united,acs5,2024-10-01
789,B06011,Median Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Place of Birth in the United States,Population 15 years and over in the United States with income,place of birth,the in inflation-adjusted median united (in past state place of dollars) 12 2022 by month income birth,acs5,2024-10-01
790,B06010,Place of Birth by Individual Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) in the United States,Population 15 years and over in the United States,place of birth,individual in the inflation-adjusted united (in past state place of dollars) 12 by 2022 month income birth,acs5,2024-10-01
791,B07404DPR,Geographical Mobility in the Past Year (Asian Alone) for Residence 1 Year Ago in Puerto Rico,Asian alone population 1 year and over,geographical mobility,in the residence mobility geographical past year 1 (asian ago puerto alone) for rico,acs5,2024-10-01
792,B19326,Median Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 15 Years and Over With Income,Population 15 years and over with income in the past 12 months,household income,population in past year 2022 by with the 15 sex median (in and dollars) 12 experience for work month inflation-adjusted over income,acs5,2024-10-01
793,B19325,Sex by Work Experience in the Past 12 Months by Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 15 Years and Over,Population 15 years and over,household income,population in past year by 2022 the 15 sex (in and dollars) 12 experience for work month inflation-adjusted over income,acs5,2024-10-01
794,B28009I,Presence of a Computer and Type of Internet Subscription in Household (Hispanic or Latino),Population in households who are Hispanic or Latino,technology,in household subscription or latino) and computer of (hispanic type internet a presence,acs5,2024-10-01
795,B28009B,Presence of a Computer and Type of Internet Subscription in Household (Black or African American Alone),Population in households who are Black or African American alone,technology,in household subscription or (black and american computer of african type alone) internet a presence,acs5,2024-10-01
796,B28009A,Presence of a Computer and Type of Internet Subscription in Household (White Alone),Population in households who are White alone,technology,in household subscription (white and computer of type alone) internet a presence,acs5,2024-10-01
797,B28009D,Presence of a Computer and Type of Internet Subscription in Household (Asian Alone),Population in households who are Asian alone,technology,in household subscription and computer of (asian type alone) internet a presence,acs5,2024-10-01
798,B28009C,Presence of a Computer and Type of Internet Subscription in Household (American Indian and Alaska Native Alone),Population in households who are American Indian and Alaska Native alone,technology,in household subscription alaska (american and computer of type alone) internet indian native a presence,acs5,2024-10-01
799,B28009F,Presence of a Computer and Type of Internet Subscription in Household (Some Other Race Alone),Population in households who are Some Other Race alone,technology,in household subscription and computer of type race other internet alone) (some a presence,acs5,2024-10-01
800,B28009E,Presence of a Computer and Type of Internet Subscription in Household (Native Hawaiian and Other Pacific Islander Alone),Population in households who are Native Hawaiian and Other Pacific Islander alone,technology,in household subscription and hawaiian computer of type pacific other internet islander alone) a (native presence,acs5,2024-10-01
801,B28009H,"Presence of a Computer and Type of Internet Subscription in Household (White Alone, Not Hispanic or Latino)","Population in households who are White alone, not Hispanic or Latino",technology,"in household subscription (white or latino) and computer of type not internet hispanic a alone, presence",acs5,2024-10-01
802,B28009G,Presence of a Computer and Type of Internet Subscription in Household (Two or More Races),Population in households who are Two or More Races,technology,in household subscription more or and computer of type internet races) a (two presence,acs5,2024-10-01
803,B08202,Household Size by Number of Workers in Household,Households,work,household in of size by number worker,acs5,2024-10-01
804,B06002PR,Median Age by Place of Birth in Puerto Rico,Total population in Puerto Rico,place of birth,rico in median place of puerto age by birth,acs5,2024-10-01
805,B08203,Number of Workers in Household by Vehicles Available,Households,work,in household available of by number vehicle worker,acs5,2024-10-01
806,B08201,Household Size by Vehicles Available,Households,work,household available size by vehicle,acs5,2024-10-01
807,B16005F,Nativity by Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over (Some Other Race Alone),Some other race alone population 5 years and over,language,population spoken year language other by the home (some and speak 5 race for ability at to english nativity over alone),acs5,2024-10-01
808,B16005G,Nativity by Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over (Two or More Races),Two or more races population 5 years and over,language,population spoken year language by the home races) (two and speak 5 for ability at to more or english nativity over,acs5,2024-10-01
809,B16005H,"Nativity by Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over (White Alone, Not Hispanic or Latino)","White alone, not Hispanic or Latino population 5 years and over",language,"population (white spoken year language by the home and speak 5 not for ability at alone, to or english latino) nativity over hispanic",acs5,2024-10-01
810,B26001,Group Quarters Population,Population in group quarters,group quarters,group population quarter,acs5,2024-10-01
811,B16005I,Nativity by Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over (Hispanic or Latino),Hispanic or Latino population 5 years and over,language,population spoken year language by the home and speak (hispanic 5 for ability at to or english latino) nativity over,acs5,2024-10-01
